uid,dataset,group_id,prompt,num_tokens
PromptSET_test_1842,PromptSET,2,"Series featuring Tyler Ross that started on CBS with the first episode airing on March 1st, 2015",19
PromptSET_train_4244,PromptSET,1,"Since February 1991, which country is the place of residence for Eugene Melnyk",16
PromptSET_test_890,PromptSET,2,"Who began their music career writing songs for Pink, then went on to release the album Untamed",19
PromptSET_train_1159,PromptSET,1,When did Crunch Time productions become a going concern,11
PromptSET_train_5730,PromptSET,1,Can you identify the specific area of Tennessee where an unofficial community co-founded by Samuel Wear operated.,23
PromptSET_train_170,PromptSET,1,Monsters of Legend features pictures from which movie released in 1935 and starring Boris Karloff?,20
PromptSET_train_3310,PromptSET,1,Pacific combat aviation groups with ties to the state of Washington,12
PromptSET_train_3505,PromptSET,1,"Which movie mixes the narrative ideas from Francis Lawrence with a post-apocalyptic theme, as directed by Neal H. Moritz?",28
PromptSET_train_2424,PromptSET,1,The campus nearly 1000 ft above the town level of Boone has what name among locals and visitors,19
PromptSET_train_4179,PromptSET,1,What iconic mountain summit in the Absaroka Range gives rise to a significant tributary feeding into the Missouri River.,24
PromptSET_train_7771,PromptSET,1,Which Icelandic musical collective had Guðmundur Gunnarsson's daughter as its initial vocalist,21
PromptSET_test_156,PromptSET,2,"At what specific time was the person who wrote ""Back to the Moon"" born",16
PromptSET_test_433,PromptSET,2,"A timeless Disney classic was based on a Jules Verne story like ""In Search of the Castaways"" released in 1868",23
PromptSET_train_885,PromptSET,1,Name a beloved adult animated sitcom created by the same visionary team who pushed boundaries with Squigglevision.,23
PromptSET_train_4208,PromptSET,1,"What were the ranks and titles held by the person who commissioned, built, or owned the historic site called Walferdange Castle?",28
PromptSET_train_5823,PromptSET,1,Year of release for the Beatles compilation that includes Old Brown Shoe,13
PromptSET_train_3486,PromptSET,1,Leading women of movies like The Menu and their pageant histories,14
PromptSET_train_2041,PromptSET,1,Television episodes with settings and storylines based on actual events within East Riding of Yorkshire's communities aired.,22
PromptSET_test_2470,PromptSET,2,Any record of a musical ensemble that dissolved with Dale Crover as its drummer from before his time in the Melvins is unclear,27
PromptSET_test_2691,PromptSET,2,"Who is Frost, a notable snowman friend from Rudolf the Red-Nosed Reindeer who made his TV debut with a new show that aired around the same time as ""Frosty's Summer Breeze""",43
PromptSET_test_2266,PromptSET,2,A musician from the '60s and one from the '90s,15
PromptSET_train_5358,PromptSET,1,Which film contains Danny Michael as part of its nominees to the Oscars,15
PromptSET_test_1640,PromptSET,2,What is the name of the athletic conference that includes the university where Tevin Sherard Elliot played football.,22
PromptSET_train_4543,PromptSET,1,Title of the crime comedy film released in '98 that features a song composed by artist Lujon.,21
PromptSET_test_603,PromptSET,2,"Most elevated terrain within Clark County, Nevada where The Carpenter 1 Fire burned",15
PromptSET_test_35,PromptSET,2,Did the 76th Guards Air Assault Division receive any recognition or commendation for their role in the January Events,25
PromptSET_test_464,PromptSET,2,Individuals that are often credited as members of Toto,12
PromptSET_test_2145,PromptSET,2,"Which award categories, if any, has Halle Berry won that would relate to her acting in movies such as ""Monster's Ball"", a film released shortly before she appeared in the 2010 Canadian drama directed by Geoffrey Sax",45
PromptSET_test_2445,PromptSET,2,What specific event or circumstances led to the temporary replacement of Germany's senior-most naval officer by a head-of-state interim leader during wartime.,30
PromptSET_test_1544,PromptSET,2,Who directed the movie that marked Mackenzie Davis's breakthrough in Hollywood as a romantic comedy lead.,19
PromptSET_train_1584,PromptSET,1,The historical figure inspiring James Woods in In Love and War received what prestigious award,17
PromptSET_train_1008,PromptSET,1,Who is the politician that ran as a Republican for New York governor in 2010 and lost to Andrew Cuomo in 2014.,24
PromptSET_train_2764,PromptSET,1,Where does the person who was allegedly involved with the 2001 anthrax events spend most of their time and effort working,22
PromptSET_train_7621,PromptSET,1,What is the shared geographical heritage of the Bully Kutta and Chinese Chongqing Dog breeds?,20
PromptSET_train_7125,PromptSET,1,Which Aalborg-based Danish association football club currently boasts a talented player named Magnus Christensen in its lineup,24
PromptSET_test_3027,PromptSET,2,"Who is the musician that can be heard playing the deep-pitched instrument in the band associated with the song ""All We Ever Knew""",29
PromptSET_train_2891,PromptSET,1,Can you list the top 5 movies directed by either Jim Sharman or John Hughes,16
PromptSET_train_7568,PromptSET,1,Develop an animal model that incorporates desirable traits from both parent breeds,14
PromptSET_train_1308,PromptSET,1,Who was the leader of the advisory group that predicted a surprising level of competition in the 2008 Alaskan US Senate election?,24
PromptSET_test_1163,PromptSET,2,"In historical texts, are there any written descriptions about the herding practices utilized by a particular group of reindeer pastoralists and how they relied on either Swedish dogs or a Scottish Collie-like breed?",42
PromptSET_train_109,PromptSET,1,What year is considered a turning point for Swiss Guards' service at European royal palaces,17
PromptSET_test_1011,PromptSET,2,Were the members of the Macau Legislative Assembly directly chosen by voters across the entire territory during the specified general election?,23
PromptSET_train_3748,PromptSET,1,In what particular year was a composer born whose work influenced the creation of the ballet Tribute choreographed by d'Amboise.,27
PromptSET_train_189,PromptSET,1,President who faced a significant challenge from the fifth Iraq presidency uprising led by Abdel-Karim Mahoud al-Mohammedawi,26
PromptSET_test_1277,PromptSET,2,How is Ramakrishna Pillai connected to works written in Malayalam,14
PromptSET_train_3409,PromptSET,1,"Are there any connections between Mohombi and the American music scene through his collaborations on ""Universe""",20
PromptSET_train_6056,PromptSET,1,What are the full and formal names of the person who dropped The Double EP: A Sea of Split Peas?,23
PromptSET_train_6462,PromptSET,1,When was the last time this Polish professional boxer had his hands on an IBO light heavyweight title,21
PromptSET_train_1402,PromptSET,1,"Prior to taking on his later role, he was also associated with leading the Council at King's College London.",21
PromptSET_train_1294,PromptSET,1,Have either of these operas been performed frequently or adapted into other art forms,15
PromptSET_test_2257,PromptSET,2,How does Travis Andrew Knight's background in animation influence his film direction style,14
PromptSET_train_3224,PromptSET,1,"Who wrote a critically acclaimed book called ""Closing Time"" before meeting their demise in nineteen ninety-four",24
PromptSET_train_875,PromptSET,1,How many more years of life would Tom Verlaine have had compared to David Vincent if they were the same age at the start of their careers,30
PromptSET_test_212,PromptSET,2,Researchers from the realms of topology and computability who have made significant contributions,16
PromptSET_test_2364,PromptSET,2,What is unique about the administrative seat where Akiji Kobayashi passed away,13
PromptSET_test_1451,PromptSET,2,The disintegration of Czechoslovakia,8
PromptSET_test_3100,PromptSET,2,I want to know if Dominator led the league in any goalie categories that season,17
PromptSET_test_3342,PromptSET,2,What was the name of Robert Earl Holding's significant American petroleum operation.,15
PromptSET_test_3149,PromptSET,2,Who had designed or developed the aircraft flown by Steve Fossett to make history in aviation.,19
PromptSET_train_2815,PromptSET,1,"Which artist that gained fame under the name 'the Caruso of Rock', known for powerful vocal delivery while working with the Monument Records label, had top songs like ""Pretty One,"" and ""Uptown""?",44
PromptSET_test_991,PromptSET,2,What musical categories do both Fake Problems and Monrol fit into as a primary identifier,16
PromptSET_train_2495,PromptSET,1,At what location in the United States does the State Farm Arena serve as home for the Rio Grande Valley Vipers team,24
PromptSET_train_3841,PromptSET,1,The top-tier motorsport series that serves as the pinnacle for GP3 Series teams and drivers to strive towards,25
PromptSET_train_5622,PromptSET,1,"In the 1994 Lipton Championships-Men's Singles tournament, who emerged as a runner-up behind Pete Sampras.",24
PromptSET_train_5744,PromptSET,1,"In which notable district of Brisbane can one find a heritage-listed Torbreck home unit, significant for its role in shaping modern Australian architecture",29
PromptSET_test_540,PromptSET,2,What is the link between Perdita Durango and the convicted perpetrator known as the High Priestess of Blood,22
PromptSET_train_3819,PromptSET,1,Has Mike Lévy worked on any music projects outside his collaboration with the Canadian musician,17
PromptSET_train_3537,PromptSET,1,What TV show features the older brother of singer Steph Jones as one of its co-hosts,18
PromptSET_train_2173,PromptSET,1,What leading lady with multiple Emmy nominations appeared as the star of a TV film or movie inspired by F. Scott Fitzgerald's 'Poor Little Rich Girl'?,32
PromptSET_train_4100,PromptSET,1,"Where did Mexican-American icon, Jovita Idár, take her first breaths as a Texan citizen?",22
PromptSET_train_7138,PromptSET,1,How does the inclusion of dark rum affect the character of Planter's Punch and modern Bumbo,19
PromptSET_train_4430,PromptSET,1,What was the storyline featuring the character with whom Homer shared a management capacity during the third season of The Simpsons.,24
PromptSET_train_979,PromptSET,1,"Front-mounted, rear-wheel drive vehicles utilize an ancient engine type which integrates air-fuel burning within its core system as a source of energy.",31
PromptSET_train_6683,PromptSET,1,What is the name of the Soviet soldier who shot Erwin König and their birth year,16
PromptSET_train_641,PromptSET,1,Did Apple ever experiment with reselling non-Apple hardware during a particular time period.,18
PromptSET_train_4807,PromptSET,1,Where is the jurisdiction of Commissioner Kevin Clark situated geographically within America,14
PromptSET_train_4118,PromptSET,1,"Who is behind the release of the collaborative album by Daniel Dumile and Bishop Nehru, a musical union praised for its unique blend of styles.",30
PromptSET_train_5046,PromptSET,1,What are the specific GPS coordinates for Doyen Bridel and how far is its location compared to the exact city center of Geneva when traveling south and west,30
PromptSET_train_2801,PromptSET,1,"What is the track length for the Mount Panorama Circuit in New South Wales, Australia",16
PromptSET_train_2498,PromptSET,1,When will you find the release information about Jonghyun's solo studio music project titled She Is on various music platforms?,24
PromptSET_train_4358,PromptSET,1,How do the specific locations of Hebi and Qingyang fit into any established understanding or categorization of what constitutes eastern Gansu province geographically,30
PromptSET_test_2875,PromptSET,2,A legendary American actor known for his distinctive style and charisma starred in this 1963 World War II film,22
PromptSET_test_775,PromptSET,2,"What player, drafted by the Eagles with the 2nd overall selection, became their starting QB to begin the 2016 season against Cleveland",25
PromptSET_train_3085,PromptSET,1,"Which chart-topping single did Blondie release from their album ""Autoamerican"" featuring Debbie Harry as lead vocalist, in 1980?",29
PromptSET_train_516,PromptSET,1,Can you recall an instance where an artist from Indian Idol sang alongside Arijit Singh in a duet,19
PromptSET_train_2693,PromptSET,1,Can you give me the birthday details of this influential scientist Robert Bunsen,15
PromptSET_train_341,PromptSET,1,"The principal attraction or showpiece within a former monastery tied to the Canons Regular of the Lateran and situated near the British Embassy in Vilnius, Lithuania",33
PromptSET_train_1776,PromptSET,1,Who is the celebrity that hosts The Kid in a Candy Store and has another show on top of it,21
PromptSET_train_329,PromptSET,1,In what year did the respected institution offering intensive courses for aspiring directors like Lionel Chok Ko Hon become a reality,23
PromptSET_train_4329,PromptSET,1,"Formed in 1985, A.C. Temple or Frente! would go on to join a well-known indie rock collective, however which one was the alternative rock sensation?",34
PromptSET_test_2209,PromptSET,2,Are there any biogeographic factors contributing to the species disparities between Melasphaerula and Weigela,23
PromptSET_train_1033,PromptSET,1,The director behind a lesser-known South Korean psychological thriller released in a specific year,15
PromptSET_train_1016,PromptSET,1,"In terms of overall style and historical context, how do Shrub and Old Etonian cocktails reflect the cultural preferences and traditions surrounding cocktail-making in different eras",32
PromptSET_train_5033,PromptSET,1,"What musical group is famous for its unique blend of country, folk, and rock sounds, showcased in songs like ""Chicken Fried"" and ""Whatever It Is""?",35
PromptSET_train_3464,PromptSET,1,Artists responsible for producing documentaries within a specific genre,11
PromptSET_train_1983,PromptSET,1,"What pivotal moment in history did the 6th Regiment participate in, alongside a deposed English king",19
PromptSET_train_5469,PromptSET,1,What unique qualities or characteristics have made Steve Paxton a notable figure in the field of contemporary dance and interdisciplinary collaborations.,25
PromptSET_test_3026,PromptSET,2,How does the separation between Abilene Regional Airport and Erie International Airport compare to other notable US airport-city pairs,24
PromptSET_test_2367,PromptSET,2,"Which band, characterized by its energetic live performances, is closely associated with the musical talents of Bob Mould",22
PromptSET_train_625,PromptSET,1,How does the location of the Joshua Wells House within a specific Suffolk county hamlet reflect broader historical trends or regional characteristics?,25
PromptSET_train_5825,PromptSET,1,What fundamental technology provides the backbone for building Cyberdog applications,11
PromptSET_test_1156,PromptSET,2,"Who among women featured at VH1's Big in '06 award show was later referred to as the reigning ""Queen of Porn""?",29
PromptSET_train_4582,PromptSET,1,What insights can be gained by analyzing the etymology behind the names of plant genera like Micromeria or Pamianthe,25
PromptSET_train_2867,PromptSET,1,"How have these filmmakers influenced each other, either directly or indirectly, through their bodies of work",19
PromptSET_train_6060,PromptSET,1,In which 2017 Hollywood film did actor Anthony Hayes play a notable character,13
PromptSET_test_3196,PromptSET,2,How might archaeological research inform our understanding of the Tildens' ancestral ties to a particular British colony,21
PromptSET_train_4800,PromptSET,1,In what academic environment was the concept for a computer algebra system initially conceived by its designer.,18
PromptSET_train_5978,PromptSET,1,"Who is the current host of ""The Herd with Colin Cowherd"" alongside a well-known American television personality",20
PromptSET_train_2991,PromptSET,1,Historical events and aerodynamic design challenges faced during military aviation competitions influencing stealth technology for heavy payload configurations.,26
PromptSET_train_7491,PromptSET,1,What was the last recorded year that the Kansas City Live Stock Exchange's activities took place,17
PromptSET_test_742,PromptSET,2,"What is the expected level of musical expertise that fans associate with rock stars who are skilled on multiple instruments, such as Steve Lukather and Matthew Tuck.",31
PromptSET_train_116,PromptSET,1,In which part of Asia is the company that published Antique located?,14
PromptSET_train_359,PromptSET,1,When did the Italian architect who created the metro station at Duomo start their life journey,17
PromptSET_test_1293,PromptSET,2,What is the age differential between Stiv Bators and Suggs if we assume both lived their maximum lifespans,24
PromptSET_test_2303,PromptSET,2,Which of the mentioned directors has also written scripts for musicals that feature professional dancers.,17
PromptSET_test_2172,PromptSET,2,What was the impact on the comic book industry and readerships when such a significant departure from traditional heroic archetypes occurred in comics history,30
PromptSET_test_311,PromptSET,2,What specific month of 2009 saw the debut of the manga magazine carrying The Flowers of Evil's story,20
PromptSET_test_2205,PromptSET,2,What is the name of the South African businessman and chartered accountant who has been featured in a documentary series examining modern-day football's ethics.,29
PromptSET_train_316,PromptSET,1,What core member of Wu-Tang has also delved into composing soundtrack tracks similar to Afro Samurai,22
PromptSET_test_2274,PromptSET,2,Where was it that the group of people came together to form the rock band featured in Letters from a Porcupine,23
PromptSET_train_5125,PromptSET,1,Who is the SAG-nominated actress that portrayed a woman by the name of Donna in a film,23
PromptSET_train_5701,PromptSET,1,Who are the current members of the U.S. House of Representatives for the territories formerly comprised by the now-defunct 10th congressional district in Minnesota following its elimination and realignment,37
PromptSET_train_7063,PromptSET,1,"Where on the planet did Friedrich Hayek, a man who profoundly impacted modern economics with ""The Fatal Conceit"", come into existence?",28
PromptSET_train_5582,PromptSET,1,"At what age did Kylie Minogue release her hit single ""I Should Be So Lucky""",17
PromptSET_test_1719,PromptSET,2,"Which nation or cultural context did a female suffragette leader from, who often collaborated with Marguerite Coppin, find herself immersed in while striving to advance the cause for women's equality and universal suffrage",40
PromptSET_train_3861,PromptSET,1,"What role does this debut studio album play in understanding the artistic growth, evolution, and expression of its creator",21
PromptSET_test_711,PromptSET,2,Who shared an article after hearing the sad news of C. Rajagopalachari's death on a particular online forum,24
PromptSET_train_6637,PromptSET,1,What style of filmmaking has been represented by individuals known for their ability to adapt successful comic books into major motion pictures as well as create impactful explorations of social justice issues?,36
PromptSET_test_338,PromptSET,2,"What towns in Maine are known for their beautiful beaches and have resorts called ""Beautiful Place by the Sea""?",23
PromptSET_train_3547,PromptSET,1,"Who is the singer responsible for contributing to a Paul McCartney cover as part of the ""Mellow Dubmarine"" album",23
PromptSET_train_1995,PromptSET,1,"An arts critic from England, now a renowned crime historian",12
PromptSET_train_587,PromptSET,1,Which influential US-based footwear brand had individuals who made up the 1942 NCAA Men's Basketball All-Americans team also serve as endorsers for their company.,33
PromptSET_train_7584,PromptSET,1,"Lead actress known for delivering nuanced, Oscar-worthy performances on screen",15
PromptSET_train_3522,PromptSET,1,What is the identity of the major UK based multinational company operating a hotel chain including the one found at New Dehli's airport,27
PromptSET_train_2609,PromptSET,1,"In what international adult magazine did a well-known model, also appearing in a US-published version featuring Bobbi Eden, first debut her career?",28
PromptSET_test_2587,PromptSET,2,"Where in Lancashire can thrill-seekers experience the Zierer-built ""Knightmare""",22
PromptSET_train_3620,PromptSET,1,The geographic location of the company behind the Joe Bill Dryden Semper Viper Award,17
PromptSET_test_2918,PromptSET,2,At what specific point in historical time did this influential branch of North American Freemasonry begin its development,21
PromptSET_test_2966,PromptSET,2,"The sequence of events that resulted in August 14th, 1947 being marked as a significant national holiday in Pakistan",20
PromptSET_train_1396,PromptSET,1,What would be some potential similarities between an actor's roles in a notorious gangster film and a lesser-known abandoned-themed horror movie,28
PromptSET_train_887,PromptSET,1,Can you name any other movies where Jason Isaacs played a character with a strong sense of loyalty and duty,21
PromptSET_test_352,PromptSET,2,"What are the main differences in response to environmental factors such as climate, temperature, or light between Fibigia and Ceratopetalum",27
PromptSET_test_726,PromptSET,2,Is there any record of a nationalistic influence on the discovery and documentation of the NGC 5879 galaxy,20
PromptSET_train_5753,PromptSET,1,Where did Irish politicians Frances Fitzgerald and Tánaiste Simon Coveney serve as TDs,20
PromptSET_train_3997,PromptSET,1,What were the recorded demographic numbers regarding the population residing in the geographic location where famous individual Leonardo Rodriguez originates from during the time of the two thousand and one national census count,35
PromptSET_test_3148,PromptSET,2,"Album that includes ""Picture to Burn"" release calendar",10
PromptSET_train_293,PromptSET,1,What were some key musical elements that allowed The House of Love to fit into the broader alternative rock landscape in the context of their time.,27
PromptSET_train_6525,PromptSET,1,and a movie known for its gripping storyline and strong performances,13
PromptSET_train_1046,PromptSET,1,"Release date for the Tom and Jerry cartoon 'That's My Mommy', an animated short film directed by William Hanna and Joseph Barbera",27
PromptSET_train_3398,PromptSET,1,"Who directed films that delve into the themes of obsession, identity, and redemption",17
PromptSET_train_3096,PromptSET,1,Can you identify the videogame where The Walker makes a cameo appearance through his musical contributions.,20
PromptSET_train_5960,PromptSET,1,What is the relative quantity of plant varieties classified as Copiapoa versus those categorized under Ribes,20
PromptSET_test_3312,PromptSET,2,What is the name of the TV station where a hit single by No Secrets was used in a memorable scene from an action-comedy show.,30
PromptSET_train_7189,PromptSET,1,Who among all Canadian hockey teams has an impressive record of scoring four goals in the 1975 Stanley Cup tournament,20
PromptSET_train_4980,PromptSET,1,Are Rays from the Rose Cross and The Freeman both examples of early 20th-century periodicals.,19
PromptSET_test_73,PromptSET,2,A judge that handled a high-profile murder case connected to an individual from the New England Patriots organization in 2015,23
PromptSET_test_556,PromptSET,2,Whereabouts in southern India does Osmania University have its campus since it was established as one of India's oldest universities in 1918.,26
PromptSET_test_2271,PromptSET,2,What famous movie retells the story of a literary classic that was first anonymously published as an erotic novel in Austria at the dawn of the 20th century.,33
PromptSET_train_4732,PromptSET,1,What is the competitive category that Grimsby Town participates in,13
PromptSET_test_2609,PromptSET,2,An examination of the nationality claims made by Craig Serling and Jeff Celentano,16
PromptSET_test_1620,PromptSET,2,Which famous comedian among the Quaid pair had their voice associated with work done by Thomas Danneberg and not his partner,25
PromptSET_train_6646,PromptSET,1,"In which compositional lineage did Georges Favre, as a student, contribute works inspired by the style of ""The Sorcerer's Apprentice"" by Paul Dukas?",36
PromptSET_train_3878,PromptSET,1,"Which celebrated track and field athlete, who competed at the pinnacle of their respective event in Britain, also made an appearance on the television program Big Heads",33
PromptSET_train_447,PromptSET,1,What was the name and occupation of the longest-living team member associated with underground nuclear operations in Nazi Germany involving a well-known philosopher,25
PromptSET_train_3231,PromptSET,1,The individual responsible for founding the Faena Art Center has a strong connection to Argentina's hotel and hospitality industry.,23
PromptSET_train_7163,PromptSET,1,"What NFL championship game was won by the New Orleans Saints, with Marques E. Colston's contribution, against an AFC team that was the Indianapolis Colts as NFC champions in the 2009 season?",41
DefAn_QA_domain_8_public.csv_624,DefAn,8,"in a class of 36 students 26 play football and play 20 long tennis , if 17 play above , many play neither ?(Give me the numeric answer only)",32
DefAn_QA_domain_2_public.csv_122,DefAn,2,What was the population count of Australia's 15-19  age group in 2016?,16
DefAn_QA_domain_8_public.csv_11608,DefAn,8,"the sum and the product of two numbers are 24 and 23 respectively , the difference of the number is ?(Give me the numeric answer only)",29
DefAn_QA_domain_8_public.csv_12422,DefAn,8,the product of three consecutive numbers is 990 . then the sum of the smallest two numbers is ?(Give me the numeric answer only),27
DefAn_QA_domain_6_public.csv_135,DefAn,6,What was the position of Maastricht University  in the QS rankings for 2022?,16
DefAn_QA_domain_8_public.csv_577,DefAn,8,"every letter in the alphabet has a number value that is equal to its place in the alphabet . thus , the letter a has a value of 1 , the letter b has a value of 2 , the letter c has a value of 3 , etc . . . the number value of a word is obtained by adding up the value of the letters in the word and then multiplying that sum by the length of the word . what is the number value of the word ` ` cow ' ' ?(Give me the numeric answer only)",103
DefAn_QA_domain_8_public.csv_14874,DefAn,8,the maximum number of student amoung them 1802 pens and 1203 pencils can be distributed in such a way that each student gets the same number of pens and same number of pencils is :(Give me the numeric answer only),47
DefAn_QA_domain_8_public.csv_7658,DefAn,8,"when 200 is divided by positive integer x , the remainder is 2 . what is the remainder when 398 is divided by x ?(Give me the numeric answer only)",33
DefAn_QA_domain_8_public.csv_3380,DefAn,8,a man can row downstream at 18 kmph and upstream at 6 kmph . find the speed of the man in still water and the speed of stream respectively ?(Give me the numeric answer only),40
DefAn_QA_domain_8_public.csv_2116,DefAn,8,"it takes 35 identical printing presses 12 hours to print 500,000 papers . how many hours would it take 30 of these printing presses to print 500,000 papers ?(Give me the numeric answer only)",41
DefAn_QA_domain_4_public.csv_676,DefAn,4,When was Broderick Crawford born (mm/dd/yyyy)?,13
DefAn_QA_domain_6_public.csv_181,DefAn,6,What was the position of National Research Nuclear University MEPhI (Moscow Engineering Physics Institute) in the QS rankings for 2022?,27
DefAn_QA_domain_8_public.csv_8465,DefAn,8,in how many ways can the integer 800 be expressed as a product of two different positive integers ?(Give me the numeric answer only),27
DefAn_QA_domain_8_public.csv_10836,DefAn,8,"if log 2 = 0.30103 and log 3 = 0.4771 , find the number of digits in ( 648 ) 5(Give me the numeric answer only)",35
DefAn_QA_domain_8_public.csv_6561,DefAn,8,"3 , 7,12 , 18,25 , . . . . . . . . . . . . . . 6 th terms(Give me the numeric answer only)",23
DefAn_QA_domain_8_public.csv_11312,DefAn,8,"working alone , pump a can empty a pool in 4 hours . working alone , pump b can empty the same pool in 2 hours . working together , how many minutes will it take pump a and pump b to empty the pool ?(Give me the numeric answer only)",54
DefAn_QA_domain_6_public.csv_620,DefAn,6,What was the position of KAIST - Korea Advanced Institute of Science & Technology in the QS rankings for 2024?,23
DefAn_QA_domain_8_public.csv_7792,DefAn,8,"if a ( a - 4 ) = 21 and b ( b - 4 ) = 21 , where a ≠ b , then a + b =(Give me the numeric answer only)",37
DefAn_QA_domain_8_public.csv_2217,DefAn,8,"a marketing survey of anytown found that the ratio of trucks to sedans to motorcycles was 3 : 7 : 2 , respectively . given that there are 9,100 sedans in anytown , how many motorcycles are there ?(Give me the numeric answer only)",57
DefAn_QA_domain_8_public.csv_8198,DefAn,8,gopi gives rs . 90 plus one turban as salary to his servant for one year . the servant leaves after 9 months and receives rs . 45 and the turban . find the price of the turban .(Give me the numeric answer only),50
DefAn_QA_domain_3_public.csv_1475,DefAn,3,"Who was awarded the Nobel Prize in Physics for the year 1993? [first name + last name only] if multiple person, give one name only.",30
DefAn_QA_domain_3_public.csv_1447,DefAn,3,"Who was awarded the Nobel Prize in Medicine for the year 1988? [first name + last name only] if multiple person, give one name only.",30
DefAn_QA_domain_8_public.csv_2095,DefAn,8,"a family x went for a vacation . unfortunately it rained for 13 days when they were there . but whenever it rained in the mornings , they had clear afternoons and vice versa . in all they enjoyed 11 mornings and 12 afternoons . how many days did they stay there totally ?(Give me the numeric answer only)",72
DefAn_QA_domain_8_public.csv_12531,DefAn,8,"a ferry can transport 100 tons of vehicles . automobiles range in weight from 1,800 to 3,200 pounds . what is the greatest number of automobiles that can be loaded onto the ferry ?(Give me the numeric answer only)",46
DefAn_QA_domain_8_public.csv_12653,DefAn,8,mahesh can do a piece of work in 50 days . he works at it for 20 days and then rajesh finished it in 30 days . how long will y take to complete the work ?(Give me the numeric answer only),47
DefAn_QA_domain_8_public.csv_13101,DefAn,8,"a certain elevator has a safe weight limit of 2,500 pounds . what is the greatest possible number of people who can safely ride on the elevator at one time with the average ( arithmetic mean ) weight of half the riders being 200 pounds and the average weight of the others being 230 pounds ?(Give me the numeric answer only)",67
DefAn_QA_domain_8_public.csv_11569,DefAn,8,a train 450 m long running at 126 kmph crosses a platform in 20 sec . what is the length of the platform ?(Give me the numeric answer only),33
DefAn_QA_domain_8_public.csv_2252,DefAn,8,a contractor is engaged for 30 days on the condition that he receives rs . 25 for each day he works & is fined rs . 7.50 for each day is absent . he gets rs . 490 in all . for how many days was he absent ?(Give me the numeric answer only),60
DefAn_QA_domain_8_public.csv_10705,DefAn,8,how many times will the digit 4 be written when listing the integers from 1 to 1000 ?(Give me the numeric answer only),26
DefAn_QA_domain_8_public.csv_149,DefAn,8,"{ 5 , 6 , 3 , 8 , 4 } if we want to get the median value of the set to be 10 which value should be inserted in the set of 5 values ?(Give me the numeric answer only)",45
DefAn_QA_domain_8_public.csv_5614,DefAn,8,56 is to be divided into two parts such that the sum of 10 times the first and 22 times the second is 780 . the bigger part is :(Give me the numeric answer only),38
DefAn_QA_domain_8_public.csv_3490,DefAn,8,"if ( x + yi ) / i = ( 7 + 9 i ) , where x and y are real , what is the value of ( x + yi ) ( x - yi ) ?(Give me the numeric answer only)",44
DefAn_QA_domain_8_public.csv_2126,DefAn,8,"a rectangular plot measuring 90 metres by 60 metres is to be enclosed by wire fencing . if the poles of the fence are kept 5 metres apart , how many poles will be needed ?(Give me the numeric answer only)",45
DefAn_QA_domain_8_public.csv_32,DefAn,8,"if √ 10 = 3.16 , find the value of if √ 5 / 2(Give me the numeric answer only)",25
DefAn_QA_domain_8_public.csv_440,DefAn,8,if the wheel is 21 cm then the number of revolutions to cover a distance of 1056 cm is ?(Give me the numeric answer only),30
DefAn_QA_domain_8_public.csv_13169,DefAn,8,the population of a town is 20000 . it increases annually at the rate of 20 % p . a . what will be its population after 2 years ?(Give me the numeric answer only),38
DefAn_QA_domain_8_public.csv_10611,DefAn,8,"if the average marks of 3 batches of 40 , 50 and 60 students respectively is 45 , 55 , 65 , what is the average marks of all the students ?(Give me the numeric answer only)",41
DefAn_QA_domain_8_public.csv_4911,DefAn,8,the number 1254 is divisible by which number ?(Give me the numeric answer only),18
DefAn_QA_domain_8_public.csv_14761,DefAn,8,how many zeros does 135 ^ 19 x 42 ^ 17 end with ?(Give me the numeric answer only),22
DefAn_QA_domain_6_public.csv_746,DefAn,6,What was the position of Al-Farabi Kazakh National University in the QS rankings for 2024?,20
DefAn_QA_domain_8_public.csv_14714,DefAn,8,the ratio of numbers is 3 : 4 and their h . c . f is 8 . their l . c . m is :(Give me the numeric answer only),34
DefAn_QA_domain_8_public.csv_10613,DefAn,8,"if 4 < x < 8 < y < 12 , then what is the greatest possible positive integer difference of x and y ?(Give me the numeric answer only)",33
DefAn_QA_domain_8_public.csv_2640,DefAn,8,matt and peter can do together a piece of work in 24 days . after they have worked together for 12 days matt stops and peter completes the remaining work in 10 days . in how many days peter complete the work separately .(Give me the numeric answer only),52
DefAn_QA_domain_8_public.csv_1820,DefAn,8,"rs . 100 amounts to rs . 320 in 4 years at simple interest . if the interest is increased by 3 % , it would amount to how much ?(Give me the numeric answer only)",39
DefAn_QA_domain_8_public.csv_3587,DefAn,8,"a chemist mixes one liter of pure water with x liters of a 30 % salt solution , and the resulting mixture is a 15 % salt solution . what is the value of x ?(Give me the numeric answer only)",47
DefAn_QA_domain_8_public.csv_3673,DefAn,8,a 360 meter long train crosses a man standing on the platform in 6 sec . what is the speed of the train ?(Give me the numeric answer only),32
DefAn_QA_domain_8_public.csv_7408,DefAn,8,"two terms are in 3 : 4 , if 10 is added to each of the terms , they will be 4 : 5 . find second term ?(Give me the numeric answer only)",37
DefAn_QA_domain_6_public.csv_785,DefAn,6,What was the position of Indian Institute of Technology Madras (IITM) in the QS rankings for 2024?,22
